scheduled_departure,scheduled_arrival,carrier,origin,destination,distance_km,weather_wind1,weather_wind2,weather_rain1,weather_rain2,weather_visibility_km,noise_1,noise_2,noise_3,route,scheduled_duration_min,departure_hour,is_holiday,is_late_night,high_precipitation,limited_visibility,holiday_late_night,destination_limited_visibility,departure_delay_min,actual_departure,actual_arrival,arrival_delay_min,delayed_15_min
2025-10-22 18:45:00,2025-10-22 23:10:00,AA,DFW,BOS,2873,2.11,4.86,0.58,0.0,19.25,-0.0822,-0.1734,68,DFW-BOS,265,18,0,0,0,0,0,0,24,2025-10-22 19:09:00,2025-10-22 23:34:00,24,1
2025-12-04 20:10:00,2025-12-04 23:15:00,UA,ATL,SEA,1880,29.17,32.83,1.25,0.55,17.57,-0.6072,-0.2442,14,ATL-SEA,185,20,0,1,0,0,0,0,21,2025-12-04 20:31:00,2025-12-04 23:45:00,30,1
2025-03-04 12:00:00,2025-03-04 17:46:00,B6,SEA,LAX,3886,10.89,14.61,0.0,0.12,20.13,-0.1444,-0.901,75,SEA-LAX,346,12,0,0,0,0,0,0,-6,2025-03-04 11:54:00,2025-03-04 17:34:00,-12,0
2025-10-20 05:10:00,2025-10-20 10:07:00,WN,SFO,LAX,3269,4.17,3.66,0.0,0.0,16.88,0.0553,-0.3937,37,SFO-LAX,297,5,0,0,0,0,0,0,1,2025-10-20 05:11:00,2025-10-20 10:04:00,-3,0
2025-12-24 08:45:00,2025-12-24 12:00:00,WN,SFO,ORD,1996,6.91,7.09,2.89,4.73,15.84,1.3344,0.2968,51,SFO-ORD,195,8,1,0,0,0,0,0,-8,2025-12-24 08:37:00,2025-12-24 12:03:00,3,0
2025-04-30 05:20:00,2025-04-30 08:11:00,DL,ATL,DEN,1698,19.53,19.53,0.74,0.0,14.66,0.297,0.8028,41,ATL-DEN,171,5,0,0,0,0,0,0,19,2025-04-30 05:39:00,2025-04-30 08:23:00,12,0
2025-07-02 15:00:00,2025-07-02 20:11:00,B6,LAX,ATL,3445,11.05,9.78,0.0,0.34,14.62,0.0813,0.3371,80,LAX-ATL,311,15,0,0,0,0,0,0,-4,2025-07-02 14:56:00,2025-07-02 20:04:00,-7,0
2025-07-13 07:10:00,2025-07-13 08:12:00,DL,LAX,DFW,333,8.79,9.38,0.0,1.04,17.15,0.7423,-0.9337,80,LAX-DFW,62,7,0,0,0,0,0,0,2,2025-07-13 07:12:00,2025-07-13 08:27:00,15,1
2025-06-30 15:00:00,2025-06-30 16:18:00,AA,ATL,BOS,541,19.65,17.05,0.22,0.0,12.24,1.3086,-0.3485,34,ATL-BOS,78,15,0,0,0,0,0,0,6,2025-06-30 15:06:00,2025-06-30 16:12:00,-6,0
2025-04-16 15:45:00,2025-04-16 17:12:00,AA,SFO,DEN,654,7.95,10.89,23.34,22.53,2.88,-1.3339,0.5571,99,SFO-DEN,87,15,0,0,1,1,0,0,37,2025-04-16 16:22:00,2025-04-16 18:02:00,50,1
2025-12-21 22:20:00,2025-12-22 01:15:00,WN,ATL,DEN,1752,22.74,20.55,0.54,1.76,17.58,-0.665,0.6638,44,ATL-DEN,175,22,0,1,0,0,0,0,20,2025-12-21 22:40:00,2025-12-22 01:24:00,9,0
2025-12-16 08:00:00,2025-12-16 11:46:00,WN,DEN,SEA,2387,5.89,7.19,0.71,0.0,15.03,0.2031,-0.813,86,DEN-SEA,226,8,0,0,0,0,0,0,17,2025-12-16 08:17:00,2025-12-16 12:09:00,23,1
2025-05-19 23:10:00,2025-05-20 01:47:00,AA,SFO,DEN,1530,2.75,2.61,7.7,7.18,6.43,-0.0025,-0.4714,36,SFO-DEN,157,23,0,1,0,0,0,0,4,2025-05-19 23:14:00,2025-05-20 01:42:00,-5,0
2025-10-21 09:30:00,2025-10-21 11:32:00,UA,LAX,BOS,1091,9.22,10.77,9.53,10.89,12.06,-0.6152,-0.3536,24,LAX-BOS,122,9,0,0,0,0,0,0,4,2025-10-21 09:34:00,2025-10-21 11:33:00,1,0
2025-05-26 16:30:00,2025-05-26 19:14:00,DL,ORD,SFO,1614,14.16,12.92,3.77,3.1,10.81,-1.9579,0.7842,88,ORD-SFO,164,16,1,0,0,0,0,0,-3,2025-05-26 16:27:00,2025-05-26 19:14:00,0,0
2025-10-18 15:45:00,2025-10-18 19:30:00,AA,JFK,ATL,2377,4.7,8.06,0.98,0.0,17.48,-0.2848,0.1519,43,JFK-ATL,225,15,0,0,0,0,0,0,-1,2025-10-18 15:44:00,2025-10-18 19:24:00,-6,0
2025-08-02 19:00:00,2025-08-02 21:39:00,B6,ORD,BOS,1549,14.64,16.94,0.04,0.0,16.15,0.3743,-0.6264,63,ORD-BOS,159,19,0,0,0,0,0,0,8,2025-08-02 19:08:00,2025-08-02 21:37:00,-2,0
2025-06-21 11:00:00,2025-06-21 15:12:00,UA,ATL,DFW,2711,3.89,1.87,0.0,0.0,18.16,1.4399,0.157,82,ATL-DFW,252,11,0,0,0,0,0,0,-4,2025-06-21 10:56:00,2025-06-21 15:14:00,2,0
2025-02-16 19:00:00,2025-02-16 22:07:00,WN,ORD,ATL,1905,13.83,13.9,24.36,23.98,5.53,0.0276,0.453,40,ORD-ATL,187,19,0,0,1,1,0,0,46,2025-02-16 19:46:00,2025-02-16 23:16:00,69,1
2025-08-27 08:20:00,2025-08-27 14:33:00,DL,ATL,SFO,4220,4.39,4.68,0.0,0.0,11.03,0.0067,-0.2773,41,ATL-SFO,373,8,0,0,0,0,0,0,-3,2025-08-27 08:17:00,2025-08-27 14:51:00,18,1
2025-04-28 11:40:00,2025-04-28 18:12:00,WN,BOS,DFW,4467,5.88,3.75,0.77,1.07,14.75,-0.7841,0.8824,98,BOS-DFW,392,11,0,0,0,0,0,0,6,2025-04-28 11:46:00,2025-04-28 18:14:00,2,0
2025-03-21 11:40:00,2025-03-21 16:19:00,DL,JFK,SEA,3053,14.46,9.1,0.0,0.0,13.33,0.0015,0.6567,12,JFK-SEA,279,11,0,0,0,0,0,0,5,2025-03-21 11:45:00,2025-03-21 16:15:00,-4,0
2025-03-12 16:10:00,2025-03-12 20:15:00,UA,JFK,BOS,2630,2.96,1.21,0.0,0.5,18.47,-0.4981,0.248,4,JFK-BOS,245,16,0,0,0,0,0,0,30,2025-03-12 16:40:00,2025-03-12 20:45:00,30,1
2025-12-25 14:40:00,2025-12-25 15:49:00,WN,BOS,JFK,430,1.86,1.66,3.56,1.17,14.45,0.5645,-0.2412,48,BOS-JFK,69,14,1,0,0,0,0,0,2,2025-12-25 14:42:00,2025-12-25 15:36:00,-13,0
2025-02-07 01:40:00,2025-02-07 06:08:00,AA,SEA,BOS,2914,13.93,11.97,4.74,5.82,15.71,0.4563,-0.9777,95,SEA-BOS,268,1,0,1,0,0,0,0,-3,2025-02-07 01:37:00,2025-02-07 06:13:00,5,0
2025-10-19 19:10:00,2025-10-19 22:17:00,UA,DEN,LAX,1899,3.22,4.17,0.0,0.94,17.08,1.4135,-0.8567,73,DEN-LAX,187,19,0,0,0,0,0,0,9,2025-10-19 19:19:00,2025-10-19 22:28:00,11,0
2025-11-13 18:40:00,2025-11-13 21:16:00,UA,SEA,DFW,1517,16.27,14.57,0.71,0.0,18.54,0.2824,0.6106,5,SEA-DFW,156,18,0,0,0,0,0,0,21,2025-11-13 19:01:00,2025-11-13 21:18:00,2,0
2025-01-12 02:20:00,2025-01-12 07:46:00,UA,ATL,SEA,3632,9.1,8.27,0.26,0.64,10.24,0.5398,0.7905,79,ATL-SEA,326,2,0,1,0,0,0,0,-9,2025-01-12 02:11:00,2025-01-12 07:47:00,1,0
2025-08-04 23:00:00,2025-08-05 00:13:00,DL,DEN,JFK,477,9.15,13.17,0.24,1.52,19.2,-1.3706,-0.7522,6,DEN-JFK,73,23,0,1,0,0,0,0,4,2025-08-04 23:04:00,2025-08-05 00:17:00,4,0
2025-07-30 15:20:00,2025-07-30 17:47:00,UA,DEN,ORD,1394,20.76,18.33,0.0,0.0,15.61,0.3383,-0.8201,76,DEN-ORD,147,15,0,0,0,0,0,0,-10,2025-07-30 15:10:00,2025-07-30 17:49:00,2,0
2025-05-11 02:45:00,2025-05-11 08:04:00,DL,LAX,ATL,3551,14.48,15.59,0.49,0.0,18.68,0.7394,0.3755,2,LAX-ATL,319,2,0,1,0,0,0,0,10,2025-05-11 02:55:00,2025-05-11 07:59:00,-5,0
2025-09-01 11:40:00,2025-09-01 17:50:00,WN,DFW,DEN,4184,15.11,14.92,0.66,0.37,16.73,0.1149,0.1156,21,DFW-DEN,370,11,1,0,0,0,0,0,-2,2025-09-01 11:38:00,2025-09-01 17:47:00,-3,0
2025-05-30 20:15:00,2025-05-31 00:07:00,DL,BOS,LAX,2461,14.64,14.75,0.0,0.0,12.69,-0.0444,-0.2631,53,BOS-LAX,232,20,0,1,0,0,0,0,6,2025-05-30 20:21:00,2025-05-31 00:04:00,-3,0
2025-06-10 06:45:00,2025-06-10 10:42:00,WN,LAX,JFK,2521,6.9,7.14,0.0,0.0,14.44,-0.1779,-0.3807,53,LAX-JFK,237,6,0,0,0,0,0,0,-5,2025-06-10 06:40:00,2025-06-10 10:50:00,8,0
2025-06-07 22:20:00,2025-06-08 04:44:00,DL,SFO,JFK,4361,15.78,13.22,0.67,0.0,15.35,1.646,-0.5113,41,SFO-JFK,384,22,0,1,0,0,0,0,-1,2025-06-07 22:19:00,2025-06-08 04:42:00,-2,0
2025-10-20 10:20:00,2025-10-20 11:50:00,UA,BOS,ORD,688,5.76,3.73,0.44,0.15,15.64,-1.6282,-0.6006,14,BOS-ORD,90,10,0,0,0,0,0,0,-3,2025-10-20 10:17:00,2025-10-20 12:08:00,18,1
2025-08-20 05:00:00,2025-08-20 08:41:00,UA,DEN,ATL,2320,14.73,13.08,0.59,0.0,15.91,1.2564,-0.5447,84,DEN-ATL,221,5,0,0,0,0,0,0,-5,2025-08-20 04:55:00,2025-08-20 08:40:00,-1,0
2025-05-19 08:50:00,2025-05-19 11:10:00,UA,JFK,ORD,1315,7.39,5.45,0.03,0.0,13.66,0.4032,-0.3378,10,JFK-ORD,140,8,0,0,0,0,0,0,6,2025-05-19 08:56:00,2025-05-19 11:13:00,3,0
2025-12-05 12:45:00,2025-12-05 16:24:00,AA,ORD,SEA,2302,9.23,10.42,0.67,0.0,6.46,-0.4888,0.0223,86,ORD-SEA,219,12,0,0,0,0,0,0,-8,2025-12-05 12:37:00,2025-12-05 16:16:00,-8,0
2025-10-20 16:10:00,2025-10-20 22:13:00,WN,BOS,ORD,4106,29.04,22.98,0.0,0.44,15.09,0.5389,0.9569,85,BOS-ORD,363,16,0,0,0,0,0,0,10,2025-10-20 16:20:00,2025-10-20 22:11:00,-2,0
2025-12-07 22:30:00,2025-12-08 02:49:00,UA,DEN,DFW,2803,13.32,16.59,0.0,0.5,16.02,0.4124,-0.9425,48,DEN-DFW,259,22,0,1,0,0,0,0,-5,2025-12-07 22:25:00,2025-12-08 02:43:00,-6,0
2025-09-24 04:45:00,2025-09-24 11:17:00,AA,DEN,DFW,4464,7.0,7.78,0.0,0.0,15.19,-0.9887,0.5261,26,DEN-DFW,392,4,0,1,0,0,0,0,-3,2025-09-24 04:42:00,2025-09-24 11:03:00,-14,0
2025-05-23 23:30:00,2025-05-24 03:19:00,WN,LAX,SFO,2421,3.37,5.46,0.81,1.18,16.79,1.0596,-0.7898,42,LAX-SFO,229,23,0,1,0,0,0,0,5,2025-05-23 23:35:00,2025-05-24 03:38:00,19,1
2025-10-10 12:10:00,2025-10-10 17:59:00,WN,ATL,SEA,3924,11.44,15.2,0.0,0.8,15.7,0.2084,0.1005,71,ATL-SEA,349,12,0,0,0,0,0,0,15,2025-10-10 12:25:00,2025-10-10 18:04:00,5,0
2025-05-01 03:50:00,2025-05-01 05:46:00,UA,LAX,SFO,1012,3.49,4.66,0.16,0.0,16.7,-0.7798,-0.6209,72,LAX-SFO,116,3,0,1,0,0,0,0,2,2025-05-01 03:52:00,2025-05-01 06:11:00,25,1
2025-04-09 22:15:00,2025-04-10 01:02:00,AA,DFW,SFO,1646,30.61,29.47,0.3,0.0,11.9,1.5431,-0.9745,74,DFW-SFO,167,22,0,1,0,0,0,0,7,2025-04-09 22:22:00,2025-04-10 01:10:00,8,0
2025-06-14 08:15:00,2025-06-14 10:46:00,WN,DEN,DFW,1450,9.16,13.67,0.0,0.88,16.79,0.6096,-0.7475,13,DEN-DFW,151,8,0,0,0,0,0,0,-1,2025-06-14 08:14:00,2025-06-14 10:41:00,-5,0
2025-12-20 14:15:00,2025-12-20 19:32:00,DL,SEA,BOS,3529,17.35,16.85,9.94,10.05,14.13,0.3935,-0.5506,21,SEA-BOS,317,14,0,0,0,0,0,0,13,2025-12-20 14:28:00,2025-12-20 19:34:00,2,0
2025-07-27 16:50:00,2025-07-27 20:41:00,WN,SEA,DEN,2454,3.55,0.43,1.16,0.0,17.34,1.0434,-0.4107,54,SEA-DEN,231,16,0,0,0,0,0,0,-3,2025-07-27 16:47:00,2025-07-27 20:34:00,-7,0
2025-05-21 00:30:00,2025-05-21 02:44:00,B6,SEA,DEN,1233,16.52,17.98,0.69,0.0,16.08,0.0326,-0.6299,4,SEA-DEN,134,0,0,1,0,0,0,0,-1,2025-05-21 00:29:00,2025-05-21 02:37:00,-7,0
2025-06-18 05:40:00,2025-06-18 07:37:00,DL,SEA,ORD,1025,22.79,22.48,0.0,0.93,14.98,0.8687,-0.3983,53,SEA-ORD,117,5,0,0,0,0,0,0,-4,2025-06-18 05:36:00,2025-06-18 07:34:00,-3,0
2025-04-17 16:50:00,2025-04-17 19:58:00,WN,DEN,SFO,1914,15.19,12.45,0.08,0.07,11.94,0.807,-0.4045,33,DEN-SFO,188,16,0,0,0,0,0,0,0,2025-04-17 16:50:00,2025-04-17 19:49:00,-9,0
2025-08-29 07:50:00,2025-08-29 09:41:00,B6,SEA,DFW,944,17.49,15.66,3.76,3.59,11.45,-0.5401,0.8166,43,SEA-DFW,111,7,0,0,0,0,0,0,6,2025-08-29 07:56:00,2025-08-29 09:43:00,2,0
2025-05-08 00:45:00,2025-05-08 05:38:00,UA,BOS,SEA,3228,13.36,14.87,0.87,0.0,15.31,-0.1552,0.5326,50,BOS-SEA,293,0,0,1,0,0,0,0,10,2025-05-08 00:55:00,2025-05-08 05:55:00,17,1
2025-07-22 00:50:00,2025-07-22 06:34:00,UA,DEN,BOS,3862,7.35,6.44,1.44,2.36,15.55,-0.4566,-0.627,39,DEN-BOS,344,0,0,1,0,0,0,0,-7,2025-07-22 00:43:00,2025-07-22 06:26:00,-8,0
2025-05-15 19:50:00,2025-05-16 02:15:00,WN,JFK,LAX,4369,5.79,4.18,9.07,9.74,12.51,1.3997,0.2937,36,JFK-LAX,385,19,0,0,0,0,0,0,-3,2025-05-15 19:47:00,2025-05-16 02:15:00,0,0
2025-04-28 03:50:00,2025-04-28 06:08:00,B6,ORD,JFK,1289,7.49,9.46,0.58,0.0,14.5,-1.4743,-0.1792,44,ORD-JFK,138,3,0,1,0,0,0,0,4,2025-04-28 03:54:00,2025-04-28 06:00:00,-8,0
2025-12-21 02:40:00,2025-12-21 06:07:00,DL,LAX,SFO,2144,33.93,34.64,0.0,0.0,17.26,0.3565,-0.0751,30,LAX-SFO,207,2,0,1,0,0,0,0,5,2025-12-21 02:45:00,2025-12-21 06:03:00,-4,0
2025-05-07 13:10:00,2025-05-07 16:58:00,UA,LAX,JFK,2416,11.25,12.58,0.0,0.11,13.53,1.3719,-0.3343,55,LAX-JFK,228,13,0,0,0,0,0,0,13,2025-05-07 13:23:00,2025-05-07 16:57:00,-1,0
2025-01-26 02:00:00,2025-01-26 05:46:00,DL,DFW,JFK,2382,23.6,22.5,0.0,0.47,15.56,-1.2123,0.313,2,DFW-JFK,226,2,0,1,0,0,0,0,-3,2025-01-26 01:57:00,2025-01-26 05:44:00,-2,0
2025-05-19 15:45:00,2025-05-19 19:16:00,DL,LAX,SEA,2203,7.74,8.57,6.93,7.54,10.83,0.067,-0.9497,0,LAX-SEA,211,15,0,0,0,0,0,0,1,2025-05-19 15:46:00,2025-05-19 19:18:00,2,0
2025-07-14 13:15:00,2025-07-14 15:28:00,WN,JFK,SFO,1224,16.85,16.32,0.12,0.56,13.82,1.214,-0.2474,57,JFK-SFO,133,13,0,0,0,0,0,0,4,2025-07-14 13:19:00,2025-07-14 15:30:00,2,0
2025-02-04 15:45:00,2025-02-04 17:22:00,AA,JFK,ORD,770,3.78,1.32,0.0,0.0,15.46,-0.3557,0.5372,33,JFK-ORD,97,15,0,0,0,0,0,0,17,2025-02-04 16:02:00,2025-02-04 17:41:00,19,1
2025-04-22 11:50:00,2025-04-22 15:04:00,UA,LAX,ORD,1993,9.3,4.25,0.37,0.0,15.37,0.1489,0.9879,47,LAX-ORD,194,11,0,0,0,0,0,0,18,2025-04-22 12:08:00,2025-04-22 15:25:00,21,1
2025-03-02 18:40:00,2025-03-02 20:10:00,WN,LAX,SEA,687,10.41,7.53,7.19,8.02,15.36,-0.2168,-0.7294,37,LAX-SEA,90,18,0,0,0,0,0,0,8,2025-03-02 18:48:00,2025-03-02 20:36:00,26,1
2025-07-02 15:45:00,2025-07-02 17:05:00,UA,DEN,SFO,564,29.14,30.29,0.02,0.0,16.74,-0.9457,-0.3314,89,DEN-SFO,80,15,0,0,0,0,0,0,-10,2025-07-02 15:35:00,2025-07-02 17:02:00,-3,0
2025-09-21 09:15:00,2025-09-21 13:10:00,AA,BOS,ORD,2501,4.8,5.85,0.7,2.74,16.52,-0.3742,-0.2256,49,BOS-ORD,235,9,0,0,0,0,0,0,3,2025-09-21 09:18:00,2025-09-21 13:06:00,-4,0
2025-12-20 00:20:00,2025-12-20 06:07:00,AA,DEN,LAX,3906,15.84,17.42,0.0,0.28,16.98,-0.6413,0.0938,13,DEN-LAX,347,0,0,1,0,0,0,0,8,2025-12-20 00:28:00,2025-12-20 06:29:00,22,1
2025-05-23 06:50:00,2025-05-23 10:51:00,DL,DFW,LAX,2570,12.7,15.73,0.0,0.0,19.1,-1.5376,-0.0309,35,DFW-LAX,241,6,0,0,0,0,0,0,-6,2025-05-23 06:44:00,2025-05-23 10:38:00,-13,0
2025-11-12 03:45:00,2025-11-12 04:52:00,B6,BOS,DEN,398,3.98,6.32,0.72,0.0,17.54,1.4473,0.6585,50,BOS-DEN,67,3,0,1,0,0,0,0,-2,2025-11-12 03:43:00,2025-11-12 04:44:00,-8,0
2025-03-20 00:10:00,2025-03-20 05:51:00,DL,BOS,JFK,3829,23.8,23.23,0.0,0.78,12.54,0.4475,0.2791,25,BOS-JFK,341,0,0,1,0,0,0,0,-10,2025-03-20 00:00:00,2025-03-20 05:49:00,-2,0
2025-10-12 06:50:00,2025-10-12 11:39:00,DL,SFO,JFK,3170,23.72,25.09,0.0,0.0,15.25,-0.3821,0.632,52,SFO-JFK,289,6,0,0,0,0,0,0,-2,2025-10-12 06:48:00,2025-10-12 11:39:00,0,0
2025-07-25 04:20:00,2025-07-25 07:01:00,B6,DEN,SFO,1573,8.14,12.31,0.0,0.92,15.37,-0.4746,0.4321,93,DEN-SFO,161,4,0,1,0,0,0,0,-2,2025-07-25 04:18:00,2025-07-25 07:02:00,1,0
2025-10-04 01:45:00,2025-10-04 04:16:00,UA,ORD,JFK,1447,11.35,10.56,0.73,0.0,16.99,-0.4222,0.8909,50,ORD-JFK,151,1,0,1,0,0,0,0,-3,2025-10-04 01:42:00,2025-10-04 04:05:00,-11,0
2025-10-03 07:30:00,2025-10-03 13:31:00,B6,BOS,SFO,4078,1.67,0.0,8.48,8.75,5.24,-0.7514,0.4741,2,BOS-SFO,361,7,0,0,0,1,0,1,-6,2025-10-03 07:24:00,2025-10-03 13:35:00,4,0
2025-07-14 12:30:00,2025-07-14 16:09:00,UA,SFO,SEA,2299,2.5,5.47,0.0,0.0,17.56,-0.3876,-0.8007,7,SFO-SEA,219,12,0,0,0,0,0,0,28,2025-07-14 12:58:00,2025-07-14 16:35:00,26,1
2025-04-04 04:10:00,2025-04-04 05:56:00,UA,BOS,SEA,893,7.79,8.12,0.0,0.26,15.14,-0.9089,0.3793,70,BOS-SEA,106,4,0,1,0,0,0,0,9,2025-04-04 04:19:00,2025-04-04 05:48:00,-8,0
2025-07-12 06:15:00,2025-07-12 08:49:00,WN,DFW,BOS,1482,5.77,4.5,0.34,0.73,15.74,0.7018,-0.9341,17,DFW-BOS,154,6,0,0,0,0,0,0,12,2025-07-12 06:27:00,2025-07-12 08:46:00,-3,0
2025-10-29 00:40:00,2025-10-29 03:08:00,WN,SEA,ORD,1410,18.37,17.98,1.07,0.02,15.97,-1.8614,-0.6466,64,SEA-ORD,148,0,0,1,0,0,0,0,-8,2025-10-29 00:32:00,2025-10-29 03:00:00,-8,0
2025-12-21 01:45:00,2025-12-21 04:58:00,UA,BOS,DEN,1980,4.56,1.08,0.31,0.66,17.32,0.202,0.8724,3,BOS-DEN,193,1,0,1,0,0,0,0,3,2025-12-21 01:48:00,2025-12-21 04:46:00,-12,0
2025-12-05 03:00:00,2025-12-05 05:55:00,UA,JFK,LAX,1752,4.33,2.94,0.22,0.0,15.56,-0.8837,0.911,32,JFK-LAX,175,3,0,1,0,0,0,0,16,2025-12-05 03:16:00,2025-12-05 05:56:00,1,0
2025-03-08 10:00:00,2025-03-08 14:03:00,B6,SEA,JFK,2596,14.76,15.99,5.98,6.8,13.64,0.9107,-0.7836,20,SEA-JFK,243,10,0,0,0,0,0,0,1,2025-03-08 10:01:00,2025-03-08 14:00:00,-3,0
2025-08-07 15:40:00,2025-08-07 18:28:00,DL,ATL,DEN,1657,12.86,12.34,0.0,0.02,16.03,-0.1715,-0.206,58,ATL-DEN,168,15,0,0,0,0,0,0,2,2025-08-07 15:42:00,2025-08-07 18:25:00,-3,0
2025-02-08 18:20:00,2025-02-08 22:54:00,B6,ATL,SFO,2991,11.94,13.53,3.6,3.01,10.4,0.3545,0.977,47,ATL-SFO,274,18,0,0,0,0,0,0,-1,2025-02-08 18:19:00,2025-02-08 22:53:00,-1,0
2025-09-02 15:45:00,2025-09-02 19:30:00,WN,SEA,BOS,2369,17.13,16.69,0.39,0.0,17.1,-0.6225,-0.8527,54,SEA-BOS,225,15,0,0,0,0,0,0,9,2025-09-02 15:54:00,2025-09-02 19:45:00,15,1
2025-12-29 14:00:00,2025-12-29 20:15:00,AA,DEN,LAX,4249,4.32,3.99,0.77,0.0,16.39,1.2998,0.8231,75,DEN-LAX,375,14,0,0,0,0,0,0,18,2025-12-29 14:18:00,2025-12-29 20:23:00,8,0
2025-01-20 22:15:00,2025-01-21 03:52:00,WN,SFO,ATL,3778,10.4,10.25,1.2,0.23,18.95,-1.2434,0.9657,19,SFO-ATL,337,22,1,1,0,0,1,0,20,2025-01-20 22:35:00,2025-01-21 04:40:00,48,1
2025-08-28 06:00:00,2025-08-28 08:51:00,B6,SFO,BOS,1695,14.18,13.59,0.0,0.35,15.13,-0.6655,0.7645,35,SFO-BOS,171,6,0,0,0,0,0,0,2,2025-08-28 06:02:00,2025-08-28 08:57:00,6,0
2025-12-12 19:40:00,2025-12-12 20:53:00,AA,SEA,DEN,477,11.72,13.79,9.51,10.35,13.92,-0.9827,0.636,60,SEA-DEN,73,19,0,0,0,0,0,0,6,2025-12-12 19:46:00,2025-12-12 20:52:00,-1,0
2025-11-06 22:45:00,2025-11-07 03:00:00,UA,SFO,ORD,2756,3.11,7.11,12.07,11.59,9.93,-0.0677,0.1425,33,SFO-ORD,255,22,0,1,1,0,0,0,14,2025-11-06 22:59:00,2025-11-07 03:28:00,28,1
2025-05-24 13:10:00,2025-05-24 16:03:00,B6,SEA,DFW,1720,20.66,19.29,0.0,0.0,16.31,0.0904,0.8241,13,SEA-DFW,173,13,0,0,0,0,0,0,25,2025-05-24 13:35:00,2025-05-24 16:34:00,31,1
2025-02-07 20:15:00,2025-02-08 02:17:00,UA,DFW,ATL,4087,3.29,3.17,1.01,0.0,13.54,-1.2629,-0.798,45,DFW-ATL,362,20,0,1,0,0,0,0,2,2025-02-07 20:17:00,2025-02-08 02:07:00,-10,0
2025-12-04 03:45:00,2025-12-04 07:00:00,UA,SFO,LAX,2003,8.31,10.15,0.0,0.0,15.19,-1.055,-0.7733,51,SFO-LAX,195,3,0,1,0,0,0,0,8,2025-12-04 03:53:00,2025-12-04 06:46:00,-14,0
2025-12-03 21:00:00,2025-12-03 23:36:00,WN,DFW,SFO,1518,1.49,7.43,1.4,0.12,15.22,-1.1096,0.3829,60,DFW-SFO,156,21,0,1,0,0,0,0,3,2025-12-03 21:03:00,2025-12-03 23:44:00,8,0
2025-07-31 13:50:00,2025-07-31 16:43:00,AA,LAX,DEN,1725,38.69,39.41,0.04,1.91,14.47,-1.4654,-0.9824,85,LAX-DEN,173,13,0,0,0,0,0,0,5,2025-07-31 13:55:00,2025-07-31 16:55:00,12,0
2025-12-24 05:50:00,2025-12-24 11:40:00,UA,ATL,DFW,3933,10.67,10.14,1.14,0.0,17.19,-0.6864,0.2793,67,ATL-DFW,350,5,1,0,0,0,0,0,10,2025-12-24 06:00:00,2025-12-24 11:54:00,14,0
2025-01-02 01:10:00,2025-01-02 02:47:00,AA,SFO,BOS,772,4.73,7.84,0.0,0.0,14.35,1.7374,0.2351,75,SFO-BOS,97,1,0,1,0,0,0,0,11,2025-01-02 01:21:00,2025-01-02 03:04:00,17,1
2025-08-14 17:10:00,2025-08-14 23:31:00,WN,LAX,SEA,4321,7.39,6.63,6.49,6.17,15.99,0.1403,0.2239,36,LAX-SEA,381,17,0,0,0,0,0,0,6,2025-08-14 17:16:00,2025-08-14 23:38:00,7,0
2025-01-15 10:40:00,2025-01-15 12:57:00,UA,SFO,ATL,1280,13.19,13.68,8.06,7.91,10.89,-0.6634,-0.655,85,SFO-ATL,137,10,0,0,0,0,0,0,4,2025-01-15 10:44:00,2025-01-15 12:53:00,-4,0
2025-12-08 07:00:00,2025-12-08 12:44:00,UA,DFW,SFO,3859,20.79,18.08,0.0,0.0,14.9,-0.2686,0.8303,24,DFW-SFO,344,7,0,0,0,0,0,0,2,2025-12-08 07:02:00,2025-12-08 12:45:00,1,0
2025-09-06 09:30:00,2025-09-06 13:32:00,UA,DEN,ATL,2586,4.72,5.84,0.0,0.25,10.8,-1.5586,0.4681,9,DEN-ATL,242,9,0,0,0,0,0,0,3,2025-09-06 09:33:00,2025-09-06 13:40:00,8,0
2025-11-30 23:00:00,2025-12-01 03:10:00,WN,JFK,BOS,2693,24.24,23.81,0.0,0.0,15.26,-1.4986,-0.438,52,JFK-BOS,250,23,0,1,0,0,0,0,-7,2025-11-30 22:53:00,2025-12-01 03:00:00,-10,0
2025-07-25 10:30:00,2025-07-25 12:38:00,B6,SEA,DFW,1159,8.66,10.27,0.0,0.0,17.38,-0.8558,0.197,56,SEA-DFW,128,10,0,0,0,0,0,0,2,2025-07-25 10:32:00,2025-07-25 12:37:00,-1,0
2025-01-31 01:15:00,2025-01-31 06:17:00,UA,JFK,ATL,3332,14.54,14.13,0.21,1.99,17.99,-1.2704,-0.2056,64,JFK-ATL,302,1,0,1,0,0,0,0,-8,2025-01-31 01:07:00,2025-01-31 06:12:00,-5,0
2025-01-10 06:40:00,2025-01-10 11:17:00,B6,SEA,ATL,3023,5.44,8.39,0.0,0.0,17.94,0.8567,0.523,58,SEA-ATL,277,6,0,0,0,0,0,0,4,2025-01-10 06:44:00,2025-01-10 11:07:00,-10,0
2025-05-03 03:50:00,2025-05-03 07:31:00,AA,BOS,DEN,2320,15.04,14.07,0.25,1.82,11.18,1.8909,-0.01,27,BOS-DEN,221,3,0,1,0,0,0,0,23,2025-05-03 04:13:00,2025-05-03 08:09:00,38,1
